Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
d9518d569251393f0ec3c75d619348f37ddbc0a4adc0c98e272121be59469227,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.08011,51.643782,On or near Regency Court,E01001450,Enfield 015C,Investigation complete; no suspect identified
9cd3fb0865686b181bf9bded78e3861aea05332672489650ae692d5570f33db3,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.077937,51.652424,On or near Colman Parade,E01001512,Enfield 015D,Investigation complete; no suspect identified
4bec86989b0bd501dc96696fe5781e70aead72709d72923931fb176e9db3f425,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.061738,51.643462,On or near Ayley Croft,E01001515,Enfield 015E,Investigation complete; no suspect identified
98d1e74b0f87e169897f545c49f1781b97c71e5dc245bdb0e380cd0c25eb483e,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.061409,51.642368,On or near ,E01001401,Enfield 016A,Investigation complete; no suspect identified
174e095e1ee406563a5e94cd6ba48305370e16aab1e1e4df219dc562f9f2386b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.064113,51.636244,On or near Mina Terrace,E01001478,Enfield 016B,Investigation complete; no suspect identified
9351c534a9554997a0a4c55dc7e5f2df1e668b377c834df0952f7bc0c6273685,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.055606,51.640861,On or near Woodpecker Close,E01001484,Enfield 016C,Investigation complete; no suspect identified
e2c491a5e50917fe74b1615e75e04fc04077a70cfb54d8b247ae6446237ff142,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.058713,51.648987,On or near ,E01001511,Enfield 016D,Investigation complete; no suspect identified
f852e7c5fa1d9379b589940e33c49efa432b292b6db762cb5b1bbf3209577312,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.065637,51.643544,On or near Millais Road,E01001514,Enfield 016E,Investigation complete; no suspect identified
f9dcefd9036b726951b243f19b0ea81ffac0937575453b55b310cc2c3b9e1b41,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.06466,51.650875,On or near Bryn-Y-Mawr Road,E01001518,Enfield 016F,Investigation complete; no suspect identified
47c2c317d52df2c2268d7d5a5bf0ed24e803b0b1651573ed5d708ea26f98531d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.080979,51.642348,On or near Adamsrill Close,E01001451,Enfield 017A,Investigation complete; no suspect identified
c3e8f5e78f01c665aa2c6e3f0c5d0f2ec2584b3d6ddf337595f8f28250a2ced0,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.086762,51.636813,On or near Oxford Gardens,E01001452,Enfield 017B,Investigation complete; no suspect identified
b9c51ca0b8972d25fe593b9d56935eab1cdcc547f72ce84af2e1caf9a023a41b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.098913,51.645185,On or near CHEYNE WALK,E01001453,Enfield 017C,Investigation complete; no suspect identified
739cd234b291120ce8fbdcfe9f92c115c187450ccce4faf15037ddaf3e884fcc,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.096508,51.640128,On or near Deepdene Court,E01001454,Enfield 017D,Investigation complete; no suspect identified
2e565295b10d7c690db8df128fec91cc4b3e4b585233fc84a9b11b7db392e43f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.049859,51.637375,On or near A1010,E01001476,Enfield 018A,Investigation complete; no suspect identified
605f91eb970792731ffa08abef12f83820c7a74122cca4236e682f0c02ae740b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.041192,51.636943,On or near Chelsfield Avenue,E01001477,Enfield 018B,Investigation complete; no suspect identified
8cfc0447e00100671821eca938d697a15ffb81d8cbfea0f29c567a7719391bea,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.044462,51.634165,On or near Nightingale Road,E01001481,Enfield 018C,Investigation complete; no suspect identified
36ca6795ea12c98a2ba7c62b86720a4e7053981831820d136b4bf165f0e1aea6,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.046131,51.641728,On or near ,E01001502,Enfield 018D,Investigation complete; no suspect identified
c2428e59f031eddb9d74a4fa33ca57cef91a9a7b27dca2674e25b5973985bf50,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.052524,51.643966,On or near Oxford Road,E01001503,Enfield 018E,Investigation complete; no suspect identified
386a379bb4e9991a2f1040fa00e61795197406a56e6cf9f2e0f2eeb087613961,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.123977,51.634311,On or near The Wells,E01001520,Enfield 019A,Investigation complete; no suspect identified
2cb8ee55d8c503522e55f52ecfb5d573d8c7a893e6c1126129be97d0ff1df5c0,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.11003,51.646875,On or near Hanbury Drive,E01001522,Enfield 019B,Investigation complete; no suspect identified
2a39853c78b4375513853b1ccb9e89142dd29a7c7e8251d8902a5d9abb8f6e71,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.112431,51.644387,On or near Newsholme Drive,E01001523,Enfield 019C,Investigation complete; no suspect identified
5dcf0be25dbe374c65b36178b97f43a8bedc44a65b01413c38e07dbf01c92280,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.12834,51.641341,On or near Saxon Way,E01001524,Enfield 019D,Investigation complete; no suspect identified
64fba870b9497a4c511171f20552529037bdf10a1d124b90ad6de35f6aa5763f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.121216,51.638521,On or near LANERCOST GARDENS,E01001526,Enfield 019E,Investigation complete; no suspect identified
14e66e09c345d6bc7398512d08ef3b487a61410eae304a097ecde4b49a9cbe5b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.131296,51.643627,On or near Ashmead,E01001419,Enfield 020A,Investigation complete; no suspect identified
c086793ab4a75527759398d306cb36d66aeef9ffb6fed8aa472af81134d5f55b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.145268,51.644433,On or near ,E01001420,Enfield 020B,Investigation complete; no suspect identified
ed63f857c36ad9b8f81998c62c1662c7c01bd4d6add718d4ab763f27c3854bc6,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.133663,51.640895,On or near Linden Close,E01001421,Enfield 020C,Investigation complete; no suspect identified
16769c4b4678e9fd750bcdfeb449ed4b247136c1eae86dbd1f028d29d2a2e151,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.130711,51.632539,On or near Crown Lane,E01001519,Enfield 020D,Investigation complete; no suspect identified
4f40ec755b635c10bb9aff58c49c9f36bfb4dde035ac2a9a754bd6e04dcfaa8d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.12895,51.638806,On or near Grovebury Court,E01001525,Enfield 020E,Investigation complete; no suspect identified
546ea8c0e51b0ac64924ab930b3d29c90307c8c2c9fe239cbc504a8bf8ab63a0,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.075796,51.639152,On or near Constance Road,E01001398,Enfield 021A,Investigation complete; no suspect identified
b93c845ae6f13b01bfe72921e982d08daf5c01fd4c561af08010301a7fc12bda,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.073366,51.634094,On or near Lynton Gardens,E01001399,Enfield 021B,Investigation complete; no suspect identified
4736c8c874f321a581cd9600bf2e11e900ef864af278cf90658f96a929251ba3,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.078347,51.641028,On or near Park Avenue,E01001400,Enfield 021C,Investigation complete; no suspect identified
9e6cddce54bb10f3e8315cc9fd1062c25e872c1b2aa392cef7671031e73931ca,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.08871,51.634831,On or near Elsiedene Road,E01001402,Enfield 021D,Investigation complete; no suspect identified
973887dc90f0c97d96a5221782d97a3696e1ce0ecc82459897c01100c12a1e8b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.080501,51.635191,On or near Blakesware Gardens,E01001403,Enfield 021E,Investigation complete; no suspect identified
2803ad381b82fad8fa95075f3bca6ea28311bfa98aa808f92523ab9ffd52f67c,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.084438,51.638466,On or near ,E01001455,Enfield 021F,Investigation complete; no suspect identified
fc7081b105b52b48108dbd632093bbca1f32c7c5873d1a13387e6328c6993cf8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.092274,51.638746,On or near Grange Park Avenue,E01001456,Enfield 022A,Investigation complete; no suspect identified
45598d27e85218c171d1006c81620c3a8b44b770626f13cde89c9d9eb42082ae,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.101327,51.628561,On or near Fernleigh Road,E01001564,Enfield 022B,Investigation complete; no suspect identified
2f52dd7d032ba24b1dd1821f4020767fe408f343e18e54f768d314a48763d70d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.10132,51.638776,On or near THE ALDERS,E01001567,Enfield 022C,Investigation complete; no suspect identified
897aa192c1fbccf21fe725dd50bbe0ac3e9d4ff329180120b4a82ba03c9f5c6e,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.104267,51.634642,On or near Yew Tree Close,E01001568,Enfield 022D,Investigation complete; no suspect identified
c43c6d8630982495c45fbee33f4dd1b3eac1082610787939eaa9fc9d02748642,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.095132,51.633658,On or near Berry Close,E01001569,Enfield 022E,Investigation complete; no suspect identified
0b8b7d5b9eee37e8553db5cb5c37f3a0813bcc29ec4b05ac378f47304854e753,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.053436,51.63381,On or near Hertford Road,E01001479,Enfield 023A,Investigation complete; no suspect identified
0e75b77d4747e8ccd40251335edfe8f34bfbb7358c81385274428b5189286363,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.050045,51.635058,On or near Tramway Avenue,E01001482,Enfield 023B,Investigation complete; no suspect identified
a88e974554fa1439638947b32a10355f399f77bb3fa4480f2f084e2e56b1d2ff,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.054789,51.630218,On or near Rosemary Avenue,E01001487,Enfield 023C,Investigation complete; no suspect identified
0ee0ed043655e6f1574afc35bf2a70e324e25a7e01e3740f5c322ccdff660b06,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.051027,51.63101,On or near St Peter's Road,E01001489,Enfield 023D,Investigation complete; no suspect identified
b8c8e788bf1e6426eed0b1a9293f0fe75cd4d095f20a69a7844ebb9c468da969,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.059578,51.629731,On or near Beamish Road,E01001491,Enfield 023E,Investigation complete; no suspect identified
e077461b1bcda5b3ff5db9133b8d02f218e9e91ff161260928f676b2ff72c68b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.067681,51.632526,On or near Rugby Avenue,E01001459,Enfield 024A,Investigation complete; no suspect identified
80406c3047d52c1a61e2931c40679fd8f66508b0ed782b5bf154345bb48f3f34,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.062586,51.625599,On or near ,E01001460,Enfield 024B,Investigation complete; no suspect identified
cd8f9ea8b8a069af267cbe27a95895b1ca8e94cc842a77fc6f5d0e7e45f81630,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.066738,51.628869,On or near St Joan's Road,E01001462,Enfield 024C,Investigation complete; no suspect identified
7c6ee0822b4a4b35c272a77b0a6f760da2d4768e8311973b97326b5fc5bb514c,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.064832,51.636984,On or near Lathkill Close,E01001480,Enfield 024D,Investigation complete; no suspect identified
83916416fa42b2fd9b54f96a790e5d9f7d0a0a128ceb642a4e86f8ea884f046c,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.061364,51.63021,On or near Junction Road,E01001488,Enfield 024E,Investigation complete; no suspect identified
2fa694a0d57859df3d0e884b7f9f2df09a236cd801511b08500af9ead9de0086,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.041952,51.630023,On or near Wren Close,E01001483,Enfield 025A,Investigation complete; no suspect identified
a3f45405b631d6b728f95363ca67732387602cb8fc1f5643b9ab1b9971420db3,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.055685,51.628542,On or near ,E01001485,Enfield 025B,Investigation complete; no suspect identified
fef30dcbc79a85a560097e3bd0427e447da3e94b064e5fba4ac80629080bd0f7,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.045761,51.622433,On or near Danube Close,E01001486,Enfield 025C,Investigation complete; no suspect identified
4140d8a7aaca5fd5aa996df5469df9b7a06491b4da24c0bc9252456d22ad5d8c,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.049429,51.626496,On or near Exeter Road,E01001492,Enfield 025E,Investigation complete; no suspect identified
6546dab3d0451b1243b81d8061b92fa13c344f0ebad04b691086dd2f9109481f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.044281,51.625943,On or near Buxton Close,E01033146,Enfield 025F,Investigation complete; no suspect identified
16c9805e78a8ad1590dba79ceefd7348ef4bf5c4f0f728bb7125fb47568d3ff7,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.044391,51.627752,On or near South Way,E01033151,Enfield 025G,Investigation complete; no suspect identified
8715a9df3e7f5e70dad1ea2010cfc9866dd26f4500e4cbb2bc829bbdf6d428ef,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.086019,51.623232,On or near Harlow Road,E01001404,Enfield 026A,Investigation complete; no suspect identified
f6202dfbb00a51b2c678e2254442ee27f4fc1237f56d2f39aa13640fe44f02a4,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.094195,51.62394,On or near Farndale Avenue,E01001493,Enfield 026B,Investigation complete; no suspect identified
9712ee1449bacdda2e13ba794f9c09c804a34f6fa18fd3ba772ea62c819add61,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.093003,51.621367,On or near Birch Avenue,E01001494,Enfield 026C,Investigation complete; no suspect identified
fd92e861d3ba3925e933eb273e044f28681009d8a2c93d0605b3c05d6c31a43e,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.095451,51.617756,On or near Connaught Way,E01001496,Enfield 026D,Investigation complete; no suspect identified
1ca564c8c19e71d11d075205400aa04eb1e87907a02a2c0eff3e8f79e68b27dc,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.090773,51.628713,On or near Laburnum Gardens,E01001570,Enfield 026E,Investigation complete; no suspect identified
6b545e0bf019dd671a6840397f3189302c50e806abe77d91754543f31b007cb5,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.065603,51.62465,On or near Granham Gardens,E01001423,Enfield 027A,Investigation complete; no suspect identified
22e450022f97c9f361db4bf92833773bdc52c95dcdf627b01fa2b4ce206ff3d5,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.065448,51.615386,On or near Angel Close,E01001425,Enfield 027B,Investigation complete; no suspect identified
a2cde688410ed42fb18a68c095e1113a35ee32e08d7dc0f32c4a5bb8fe175ad5,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.068901,51.622178,On or near South Eastern Avenue,E01001428,Enfield 027C,Investigation complete; no suspect identified
e2de1b2404b3f6578df0cf9aa30916a722f0b261c0e1bdc2c199d14367bd9cf8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.075959,51.628139,On or near Hydefield Court,E01001461,Enfield 027D,Investigation complete; no suspect identified
1af7aef0dae7e1092bd60d16c1ab14ae61f728ced7c6b994e7da943713455287,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.072915,51.623593,On or near Chalfont Green,E01001464,Enfield 027E,Investigation complete; no suspect identified
95e14717a3da623b7b6b99c264222e7214d0859ee253cb54c7df2e0429af2697,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.124622,51.62532,On or near THE GREEN,E01001521,Enfield 028A,Investigation complete; no suspect identified
93c435e89afa7432a38094d0e89a469f08adc1a3ad6f580daa2cb3b73ad00706,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.115278,51.628012,On or near Bourne Hill,E01001531,Enfield 028B,Investigation complete; no suspect identified
0428f4f3aea441b4e923e822185fccc9452512b9d2da3726c31f832104e426cd,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.122676,51.623455,On or near A1004,E01001532,Enfield 028C,Investigation complete; no suspect identified
4a55b974f157279da88e2ea207da7307dcf4652bd17967d6be362eddaf81b93f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.130233,51.621678,On or near Brycedale Crescent,E01001533,Enfield 028D,Investigation complete; no suspect identified
7d666e1b652082ee67a65aadcb55f88b4ef1123865592b63f2c7df3866a2738e,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.120561,51.618605,On or near ,E01001535,Enfield 028E,Investigation complete; no suspect identified
1dedb7bffb1c8b900240679444b58893acb419dd3b5be3c05f06ae128e89a9cc,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.106013,51.620121,On or near SPRINGFIELD PARADE MEWS,E01001495,Enfield 029A,Suspect charged
8ba4842f390647c13003cd7bf79a03546b70231acb0ded5794bc5d5225d338ef,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.104188,51.619543,On or near Hazelwood Crescent,E01001498,Enfield 029B,Investigation complete; no suspect identified
76c6dea562eec2bbc883b7971a8275faf4ef0fd26e272d7410be112a393ab3b3,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.105091,51.623181,On or near Cromie Close,E01001563,Enfield 029C,Investigation complete; no suspect identified
2bdca4b09563adf8c66d7dd907ae1e5855f30504bd7604bdf2fcc758e5f472d8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.110728,51.622436,On or near Fox Lane,E01001565,Enfield 029D,Investigation complete; no suspect identified
ae9de9a5d6a143cb91961d1887a0ff4d2adedad9b5f32ba3072087afa0eed705,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.112928,51.621275,On or near Lakeside Road,E01001566,Enfield 029E,Investigation complete; no suspect identified
83932a784c99becba0238ee85bbc9dcb2ec17691571bf7e22b5488a9d31abd8a,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.062848,51.623535,On or near Galahad Road,E01001424,Enfield 030A,Investigation complete; no suspect identified
f3025c442c4f43353027f78d22be365b76b4320b9607349fb5a9f101e3d92d80,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.057518,51.62012,On or near Brookfield Road,E01001426,Enfield 030B,Investigation complete; no suspect identified
7d9d2170abcde13e4264fd32c7a9947ab3316b17b921357c1d16c0153e2fbfb5,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.055848,51.617277,On or near BENJAFIELD CLOSE,E01001427,Enfield 030C,Investigation complete; no suspect identified
f472cc7a3fb836bfa07227d1c6354775ab333e7cef4fee41a7686b23809286cc,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.061137,51.622329,On or near ,E01001429,Enfield 030D,Investigation complete; no suspect identified
424e49aa018ce9c18ccc63d6a08fdb40e4132aaaa6816c48c31c1faa483f5235,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.059514,51.618021,On or near Brettenham Road,E01001430,Enfield 030E,Investigation complete; no suspect identified
33ab3c95c0e3f702faedab891bba56f322ee4623e79763fc4731cb4a1fad236b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.081154,51.621084,On or near Keston Close,E01001463,Enfield 031A,Investigation complete; no suspect identified
3082569637eba698c6675d53b48822a8bbccdef902a1d4172cfc888d13c95377,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.080391,51.619309,On or near Windmill Road,E01001465,Enfield 031B,Investigation complete; no suspect identified
4ddff372beddbfe80a787d039661a4f9009de94527f7ad694c7ddad29a42fb35,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.073844,51.620074,On or near PARK LANE,E01001466,Enfield 031C,Investigation complete; no suspect identified
e18a890f704bece657ace690cdcf3dd45a1317d8f86651cf12fc98d0c6adbfc5,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.079254,51.619569,On or near Huxley Road,E01001467,Enfield 031D,Investigation complete; no suspect identified
325b977a7c06a6b3d6b8e9b2aa653d749fecc944c385c229c7b8e04ac7047060,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.087422,51.621141,On or near Pembroke Road,E01001497,Enfield 031E,Investigation complete; no suspect identified
d7c595a3cca99676fed764b2d8d29cf373d5ffa339d0f83a56900126de94449a,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.091108,51.616957,On or near Ashley Gardens,E01001499,Enfield 031F,Investigation complete; no suspect identified
b461e1f6f51da5f8e28d3e944844e6d1429b1fccc20c5c3d08e1f04fce10ca77,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.132654,51.611969,On or near Stoneham Road,E01001392,Enfield 032A,Investigation complete; no suspect identified
745cb7c0cc65ffd8c2d486e0d6b0446aa893f4bc443f5e1731a306fe4eb053ea,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.135154,51.61369,On or near Highview Gardens,E01001528,Enfield 032B,Investigation complete; no suspect identified
652f1015f98fdf33b54e8ed6abc0ea1f93450627931e474417ffc2d550ae721c,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.135187,51.614293,On or near Palmer's Road,E01001529,Enfield 032C,Investigation complete; no suspect identified
c2f2a533662f8304c41f6f0dbeea4a9abfff62b99be9c9778663b7e14db52b53,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.125896,51.614748,On or near Wells Mews,E01001530,Enfield 032D,Investigation complete; no suspect identified
2f14e4204f62b2472efe542545948fac625ac04965a455b38015b7e5058ff763,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.136488,51.617443,On or near Ravenscraig Road,E01001534,Enfield 032E,Investigation complete; no suspect identified
6f2a428bad49cc3c6ea99b64b505c5084de160d7e962b7eac30dde1e4e8af134,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.05262,51.617431,On or near Swaythling Close,E01001431,Enfield 033A,Investigation complete; no suspect identified
b95f7c0b6b07c60a42fe3454b43710a6b8b19fa1bee443118e1c342914a3bc5a,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.05963,51.615649,On or near King's Road,E01001432,Enfield 033B,Investigation complete; no suspect identified
9c1800ffc30a1d0b46cba509ca93bc6ca0d20af45cdfe0867a0a7f9d46dbd382,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.06397,51.61278,On or near Trafalgar Place,E01001555,Enfield 033C,Investigation complete; no suspect identified
3665d7cbe275e6de13a6262e959d27c7fd84476a4ffb705e3f9d2ca30ceb985b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.060088,51.611341,On or near Woolmer Gardens,E01001557,Enfield 033D,Investigation complete; no suspect identified
66e80818b930c88b1679c7e2632dd7b05914663cddd01fb600523a2f2e2a5b5a,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.065551,51.613292,On or near College Gardens,E01001558,Enfield 033E,Investigation complete; no suspect identified
ca7b4e9ad2e5234e330b14ffd4d5cd1b48a359ec7b56d4a067421a658f8f0a8b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.051343,51.612509,On or near Albany Road,E01001559,Enfield 033F,Investigation complete; no suspect identified
2c2227eb130dbbc596f2672f28954ac35f1f72d631a3825d85047edd4b8a010c,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.102444,51.609758,On or near WOLVES LANE,E01001394,Enfield 035A,Investigation complete; no suspect identified
40c14da1ed179ba94fe2a51b278faa76ec2a8b0854b0fb5a6df409f6b2fbaee8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.098025,51.612177,On or near Beale Close,E01001395,Enfield 035B,Investigation complete; no suspect identified
a68f1d4fa69c0055a624a6af8d52e1834b057ce9a1439dd99fd5678068426895,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.104249,51.612548,On or near Hereward Gardens,E01001397,Enfield 035C,Investigation complete; no suspect identified
8840a33c34942f32950412a0d55ef32edc8bba2feea08af8fd747372f1850873,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.101766,51.615286,On or near Arnold Gardens,E01001500,Enfield 035D,Investigation complete; no suspect identified
827bc0a6469a54cee1b4e4ddef1bcfb50398649b4a9665f0b27956195955c499,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.089616,51.610161,On or near Canada Avenue,E01001556,Enfield 035E,Investigation complete; no suspect identified
f9f8c30e96f289809b97377d325536c1ca0f7ba454688156b8dde123eba1c63e,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.082816,51.614945,On or near ,E01001560,Enfield 035F,Investigation complete; no suspect identified
ad355d4bd064045913defd2076b16d10db0f826462ec1ce689b2d5ca737cbdde,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.126693,51.611874,On or near Highworth Road,E01001390,Enfield 036A,Investigation complete; no suspect identified
6f2572723bd7b0699df94eeeaeb0b87990ab8ed4b57e89deb54b414f9fc2ffcd,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.11331,51.61032,On or near Kelvin Avenue,E01001391,Enfield 036B,Investigation complete; no suspect identified
eef78b2fbad05f39a531adb5bc09473b88b5cfd6e1baecdfe4083d19e2c94490,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.118014,51.61044,On or near Wishaw Walk,E01001393,Enfield 036C,Investigation complete; no suspect identified
75a208639f289af66e1e3cb01dcdee78786f1ecc06ed2e56342f5a3a3d933f85,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.110086,51.609009,On or near A105,E01001396,Enfield 036D,Investigation complete; no suspect identified
398b31c101be2c1ce477a59f07f8b05a97a0714e9193b3957868d36714bc5e0d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.111513,51.613267,On or near Elmdale Road,E01001501,Enfield 036E,Investigation complete; no suspect identified
6a54f163ff5e366197e5cf177d82cce7c7fed2c7e9a05e8ea4162fe8bcc5039e,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.118381,51.612748,On or near Lily Way,E01001527,Enfield 036F,Investigation complete; no suspect identified
220e98e5dac9f237c73645585c77bc48cc23f3d142893d2064aa78e3ed920a15,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.075443,51.61609,On or near Silver Street,E01001458,Enfield 037A,Investigation complete; no suspect identified
dbef0ffd91e1c0946081a05e93d263327ac2f22fa4fc757a39aa20af0c90e483,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.080613,51.611309,On or near Lansbury Avenue,E01001553,Enfield 037B,Investigation complete; no suspect identified
5c275325c13dfdf7e28b3ce8d2da14d1238871d4b85e6657beb6833470379033,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.068481,51.610301,On or near Langhedge Lane,E01001554,Enfield 037C,Investigation complete; no suspect identified
c0ef94c4336b2acb43338ab77d451f9cf3d3ccd283d923109fffe3c490122bbd,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.083111,51.613724,On or near Whitehead Close,E01001562,Enfield 037D,Investigation complete; no suspect identified
0287fd50ff6992839b2830bd91ea4259726e282c870bcec547f5db4c52dbe5fb,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.070057,51.613663,On or near Gloucester Road,E01032574,Enfield 037E,Investigation complete; no suspect identified
884c8142a355247e675d5a00edba366bedc907a8372d9d3195bdab4541c0ca54,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.143446,51.69279,On or near Lake View,E01021800,Epping Forest 003C,Investigation complete; no suspect identified
83e7692c98a5605df1b9198154c7916f14393d8b31264e4b2785f19df2d65dc0,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.027592,51.683777,On or near Osprey Road,E01021810,Epping Forest 008D,Investigation complete; no suspect identified
503e91b2687bc19559784a509adda3c20fedd1ce57b9b5ba9f368160f84ba5c8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.007635,51.647502,On or near King George Way,E01021806,Epping Forest 009A,Investigation complete; no suspect identified
